right Variance of Gyro x,right Variance of Gyro y,right Variance of Gyro z,right Mav of Gyro x,right Mav of Gyro y,right Mav of Gyro z,right Rms of Gyro x,right Rms of Gyro y,right Rms of Gyro z,right Sd of Gyro x,right Sd of Gyro y,right Sd of Gyro z,right Mean of Gyro x,right Mean of Gyro y,right Mean of Gyro z,right Entropy of Gyro x,right Entropy of Gyro y,right Entropy of Gyro z,right Kurtosis of Gyro x,right Kurtosis of Gyro y,right Kurtosis of Gyro z,right Skewness of Gyro x,right Skewness of Gyro y,right Skewness of Gyro z,right SMA of Gyro,right Integration of Gyro x,right Integration of Gyro y,right Integration of Gyro z,right Variance of ACC x,right Variance of ACC y,right Variance of ACC z,right Mav of ACC x,right Mav of ACC y,right Mav of ACC z,right Rms of ACC x,right Rms of ACC y,right Rms of ACC z,right Sd of ACC x,right Sd of ACC y,right Sd of ACC z,right Mean of ACC x,right Mean of ACC y,right Mean of ACC z,right Entropy of ACC x,right Entropy of ACC y,right Entropy of ACC z,right Kurtosis of ACC x,right Kurtosis of ACC y,right Kurtosis of ACC z,right Skewness of ACC x,right Skewness of ACC y,right Skewness of ACC z,right SMA of ACC,right Integration of ACC x,right Integration of ACC y,right Integration of ACC z,right variance of EMG1,right variance of EMG2,right variance of EMG3,right variance of EMG4,right variance of EMG5,right variance of EMG6,right variance of EMG7,right variance of EMG8,right Mav of EMG1,right Mav of EMG2,right Mav of EMG3,right Mav of EMG4,right Mav of EMG5,right Mav of EMG6,right Mav of EMG7,right Mav of EMG8,right Rms of EMG1,right Rms of EMG2,right Rms of EMG3,right Rms of EMG4,right Rms of EMG5,right Rms of EMG6,right Rms of EMG7,right Rms of EMG8,right Sd of EMG1,right Sd of EMG2,right Sd of EMG3,right Sd of EMG4,right Sd of EMG5,right Sd of EMG6,right Sd of EMG7,right Sd of EMG8,right Mean of EMG1,right Mean of EMG2,right Mean of EMG3,right Mean of EMG4,right Mean of EMG5,right Mean of EMG6,right Mean of EMG7,right Mean of EMG8,right MedianFreq of EMG1,right MedianFreq of EMG2,right MedianFreq of EMG3,right MedianFreq of EMG4,right MedianFreq of EMG5,right MedianFreq of EMG6,right MedianFreq of EMG7,right MedianFreq of EMG8,right MeanFreq of EMG1,right MeanFreq of EMG2,right MeanFreq of EMG3,right MeanFreq of EMG4,right MeanFreq of EMG5,right MeanFreq of EMG6,right MeanFreq of EMG7,right MeanFreq of EMG8,Class
0.496248352,0.568178303,0.430936507,0.507937547,0.427177597,0.45566814,0.476068563,0.651971417,0.379981145,0.669735681,0.702583752,0.54836141,0.396469395,0.634707078,0.37121028,0.655539323,0.686624489,0.635895534,0.01717259,0.054896271,0.086398812,0.621781041,0.411006944,0.498182226,0.625774694,0.222326258,0.375061797,0.226989686,0.546110515,0.364844594,0.289380397,0.632116242,0.478382722,0.373250889,0.557994437,0.480466939,0.54342644,0.654865811,0.543651952,0.47404453,0.522271867,0.405330305,0.532367268,0.681304584,0.645057473,0.681666846,0.035749801,0.025375022,0.014964996,0.510853254,0.543616904,0.264289534,0.416898943,0.314909374,0.234251442,0.24338869,0.075650151,0.212870853,0.143365244,0.100989054,0.166162124,0.068726364,0.040952185,0.136041277,0.176470588,0.209302326,0.173913043,0.144699345,0.147540984,0.093737588,0.108108108,0.142857143,0.336445439,0.517154077,0.493482781,0.365119956,0.370925403,0.290081859,0.108108108,0.577733417,0.198255204,0.399147457,0.298574018,0.243053613,0.347260949,0.183191216,0.132318547,0.298038026,0.362596923,0.487396613,0.499474686,0.400434841,0.358912454,0.298300437,0.332162943,0.568042348,0.126327015,0.066180577,0.111253702,0.089709661,0.077342943,0.088321867,0.068194552,0.077647168,0.429656815,1,1,1,1,1,1,1,kayo
0.379018519,0.306168694,0.271422,0.495356403,0.243366087,0.389482373,0.508515608,0.591976749,0.463896841,0.563114605,0.450371255,0.377595324,0.457922653,0.628902913,0.505217093,0.708042069,0.736729624,0.715131343,0.020312238,0.126946045,0.096344988,0.602152171,0.384520043,0.433569259,0.568925361,0.273566075,0.41068393,0.3155336,0.5245152,0.520589467,0.337426749,0.485338299,0.596627995,0.404990349,0.44744018,0.481684929,0.498517094,0.636629729,0.684947759,0.524516872,0.396777241,0.360932151,0.471605599,0.683025839,0.635889509,0.695172705,0.038225729,0.021526057,0.015065057,0.550340969,0.557139008,0.282376221,0.366661587,0.278115106,0.239462114,0.240959947,0.107666631,0.10311769,0.194491659,0.062825826,0.088817492,0.093528353,0.077553774,0.195041968,0.176470588,0.12244898,0.176470588,0.1256574,0.118421053,0.103889532,0.121212121,0.32,0.508265318,0.377707705,0.502007485,0.13605105,0.231609022,0.351012983,0.121212121,0.345292246,0.254992835,0.242277155,0.368402542,0.172025085,0.225823428,0.229652512,0.210889841,0.379006702,0.522465478,0.36706346,0.499735647,0.196706109,0.234489795,0.353860306,0.381024548,0.320610268,0.167199488,0.123471571,0.107677656,0.11573848,0.055613333,0.077285867,0.099672652,0.114286056,0.695338627,1,1,1,1,1,1,1,kayo
0.40475365,0.442354901,0.309652758,0.323280339,0.333485763,0.477978301,0.537821299,0.65734991,0.46123477,0.588242647,0.59009652,0.421630387,0.483861694,0.662889985,0.492485036,0.736084062,0.751122743,0.734270096,0.021754075,0.090205239,0.080522058,0.612528062,0.374721827,0.435411269,0.636226888,0.311136872,0.468439515,0.337417695,0.511260164,0.405071832,0.298699775,0.624759709,0.47922937,0.329268804,0.472538412,0.548302184,0.509150789,0.625429696,0.583204837,0.484810307,0.429876284,0.469688654,0.492430427,0.729463053,0.712182949,0.730672726,0.041949006,0.023969617,0.016584954,0.546246945,0.538641842,0.289018086,0.351591583,0.32641732,0.319428398,0.27364594,0.152697863,0.145931352,0.143106345,0.134904081,0.208163434,0.075250822,0.050759804,0.173170302,0.260869565,0.1875,0.196721311,0.209836726,0.225,0.110576923,0.095238095,0.275862069,0.509053796,0.447264821,0.593668874,0.462298098,0.349741578,0.261327539,0.095238095,0.485751854,0.323654984,0.309380355,0.298247572,0.297343793,0.402565011,0.195987978,0.155425136,0.350449238,0.515880389,0.428906444,0.605638979,0.482460027,0.326957379,0.267483384,0.169314108,0.468951735,0.142021437,0.109473215,0.109531467,0.122511871,0.105912619,0.094080241,0.07129787,0.05546852,0.664130073,1,1,1,1,1,1,1,kayo
0.446173307,0.423045915,0.315941434,0.458969037,0.427519002,0.378493087,0.482032106,0.591523173,0.470844829,0.626248214,0.571150905,0.42821489,0.414419529,0.605856554,0.500687237,0.70041232,0.730805215,0.718119217,0.02241587,0.070764202,0.085635516,0.618533675,0.416365865,0.445185705,0.585369712,0.26152765,0.409268691,0.32172576,0.596220091,0.405579315,0.302475802,0.61414534,0.480634016,0.325663251,0.601336364,0.586825753,0.533642044,0.698646156,0.583384051,0.488567723,0.561860086,0.511907815,0.51869602,0.726542685,0.692697935,0.713833164,0.030506232,0.026812838,0.015921454,0.497004472,0.49387331,0.267158747,0.486293926,0.382130203,0.318739816,0.269288608,0.143017575,0.092608255,0.06339628,0.035440326,0.058659062,0.065071215,0.057105126,0.265027309,0.222222222,0.130434783,0.108108108,0.104418309,0.131868132,0.074094223,0.088888889,0.275862069,0.365806125,0.081305636,0.263024061,0.094467137,0.174431249,0.326043568,0.088888889,0.388836368,0.309752297,0.224110405,0.163697683,0.110167017,0.166658597,0.175900094,0.16946374,0.461563981,0.377959706,0.06618746,0.270558184,0.16864472,0.184547674,0.335477817,0.278020775,0.35176313,0.147345521,0.085444303,0.048964757,0.062686261,0.046621156,0.061499555,0.089257864,0.082144648,0.452293129,1,1,1,1,1,1,1,kayo
0.177225701,0.399026787,0.313319301,0.109520162,0.46082375,0.247175088,0.309914489,0.390491844,0.402723872,0.335052954,0.54828024,0.426145887,0.294501942,0.419525041,0.431096427,0.766552847,0.753138285,0.745191872,0.070093538,0.06709184,0.125111566,0.708425848,0.609977092,0.51134109,0.355581708,0.239981891,0.354028069,0.328001211,0.67098929,0.264263076,0.255617328,0.551586826,0.187459681,0.191442025,0.502199266,0.263997457,0.290563021,0.760925859,0.438758061,0.437592334,0.428930572,0.187563155,0.250147438,0.728065169,0.699431612,0.711400479,0.036807711,0.081356443,0.037576425,0.55629577,0.666263976,0.384984441,0.556576478,0.352049349,0.189504911,0.167753138,0.121396601,0.143819355,0.151460035,0.077322118,0.076157307,0.053531715,0.037596982,0.09555452,0.166666667,0.166666667,0.118421053,0.151775743,0.103448276,0.061707523,0.06557377,0.177777778,0.456318321,0.548267882,0.334584515,0.370952138,0.428442924,0.294973708,0.06557377,0.612525935,0.277148112,0.306414218,0.310436069,0.200698768,0.202207067,0.151691818,0.124062993,0.233366417,0.470013152,0.531748795,0.327952176,0.412924922,0.437182947,0.307061807,0.297637462,0.609083742,0.198721341,0.136827843,0.184269627,0.098355365,0.122742317,0.158500909,0.108173297,0.110775806,0.779382664,1,1,1,1,1,1,1,kayo
0.20467315,0.439647037,0.269926529,0.119232148,0.394297415,0.351503666,0.568028462,0.366382558,0.513498378,0.370836524,0.587440507,0.376347862,0.553950043,0.384850036,0.55457033,0.756037336,0.719316166,0.745893416,0.05056419,0.057005638,0.092436852,0.595754576,0.627800664,0.431606134,0.392057935,0.341940346,0.306852961,0.365719128,0.562511144,0.172921862,0.449708148,0.501763301,0.117153406,0.289657627,0.478401054,0.377972726,0.393873769,0.67031802,0.325592094,0.630429743,0.42508857,0.349925895,0.314791581,0.718060664,0.731507437,0.663109093,0.060806065,0.108693991,0.016167177,0.578596902,0.651590969,0.344706405,0.510760819,0.318607992,0.253762115,0.180693,0.129266694,0.155721155,0.173755282,0.08008249,0.10403853,0.126112033,0.080377552,0.128179749,0.157894737,0.225,0.151898734,0.177427686,0.127659574,0.178162263,0.086956522,0.186046512,0.408368125,0.578573478,0.427409495,0.62946024,0.322467841,0.404837639,0.086956522,0.575583969,0.289286859,0.32359576,0.341251317,0.205871422,0.252563189,0.283597605,0.216261467,0.28630786,0.422089598,0.560297724,0.423441925,0.651923568,0.323624352,0.400998486,0.263562459,0.567105825,0.173843047,0.110286491,0.174103914,0.109454874,0.179286018,0.10994139,0.124219,0.094502995,0.769811462,1,1,1,1,1,1,1,kayo
0.205775949,0.367455033,0.30544917,0.063932997,0.325930628,0.308325701,0.575153546,0.400637023,0.418421541,0.373070186,0.517208697,0.418368637,0.560803817,0.437191885,0.449416189,0.83628338,0.813662349,0.79434485,0.051985377,0.072473128,0.101575912,0.601841353,0.627057771,0.443006446,0.417466051,0.450855358,0.440970845,0.40691861,0.647089894,0.226033019,0.416094986,0.596793647,0.163119177,0.167236258,0.515975552,0.348053825,0.348170191,0.742751196,0.394469532,0.60133439,0.45088287,0.2999164,0.265166991,0.805999197,0.805321464,0.732774024,0.038876101,0.093831213,0.021905707,0.551898567,0.676351561,0.368873888,0.616780407,0.446205932,0.3046489,0.212460689,0.168825205,0.151029447,0.170291808,0.062986113,0.129807355,0.147432219,0.092918384,0.1900065,0.214285714,0.176470588,0.178571429,0.1256574,0.2,0.174107143,0.111111111,0.285714286,0.355989119,0.725822286,0.396413757,0.733613319,0.48431822,0.442227512,0.111111111,0.470607413,0.346163233,0.316922918,0.336623363,0.172414318,0.294316019,0.315741577,0.239119382,0.372671384,0.363240381,0.709557076,0.390771767,0.751361595,0.482739053,0.434388713,0.410597689,0.450528483,0.202893288,0.110090647,0.249229997,0.115250928,0.239213869,0.181356004,0.151561167,0.154689109,0.610694321,1,1,1,1,1,1,1,kayo
0.227681571,0.534047608,0.23996715,0.086897159,0.582901302,0.143261624,0.296564874,0.447017136,0.384573618,0.400091315,0.675050149,0.341925003,0.265521804,0.441865235,0.433369252,0.781194024,0.762862198,0.778996718,0.059227936,0.038533228,0.140643725,0.718651855,0.581887925,0.500782624,0.333686601,0.245494177,0.402190781,0.359647239,0.668486991,0.240574916,0.397285903,0.603639439,0.116645061,0.351366334,0.522348443,0.348585442,0.402438441,0.759475273,0.411604981,0.583566536,0.45403271,0.295611314,0.341923075,0.771525331,0.76820856,0.733650992,0.036376859,0.073225185,0.016724551,0.557672282,0.657382189,0.339831667,0.562560687,0.404632559,0.272120722,0.235761686,0.116643052,0.14362213,0.127957193,0.09961506,0.080445556,0.020406961,0.016096648,0.084611446,0.1875,0.1875,0.126315789,0.204545455,0.103448276,0.059122695,0.052631579,0.105263158,0.256730246,0.42789131,0.418733636,0.369878639,0.154367416,0.134860864,0.052631579,0.315560034,0.269765859,0.306280172,0.275890815,0.240990144,0.210513876,0.069140203,0.062609033,0.214071116,0.276314824,0.409606085,0.422717729,0.405279495,0.157296437,0.155537867,0.067988712,0.313317615,0.341133132,0.136304398,0.238366473,0.193861883,0.198153968,0.121886843,0.114292117,0.08306597,0.43215716,1,1,1,1,1,1,1,kayo
0.135330652,0.402938352,0.280489165,0.039446477,0.543941374,0.244091209,0.317348646,0.445269677,0.444101525,0.27562256,0.552783131,0.389732955,0.31371325,0.471767158,0.482574398,0.8119141,0.795944431,0.792120151,0.098726072,0.048740233,0.110560831,0.709386437,0.572429758,0.454218006,0.411785119,0.284696608,0.439162545,0.40480131,0.58699592,0.219962693,0.292568411,0.473334557,0.096339293,0.198800763,0.458482223,0.234802356,0.320641858,0.692521719,0.386884559,0.478947091,0.394577202,0.171394303,0.274130893,0.777958026,0.758984592,0.749484287,0.055727593,0.139824135,0.030316871,0.586206664,0.738075913,0.375379449,0.554753863,0.378046613,0.207257962,0.205591257,0.101450893,0.111805258,0.185189183,0.098119583,0.144164664,0.047970275,0.040451607,0.064858939,0.157894737,0.209302326,0.206896552,0.171675432,0.162162162,0.077829387,0.071428571,0.195121951,0.227589221,0.222668883,0.293107938,0.610160915,0.440414929,0.259443885,0.071428571,0.164553671,0.244693503,0.256818433,0.3564868,0.238309132,0.316020469,0.139341949,0.131203473,0.176154342,0.251141355,0.206909972,0.2755813,0.629914155,0.43513193,0.272767269,0.238672469,0.165000611,0.211509542,0.083211202,0.100591443,0.094973362,0.207552371,0.17460361,0.106310342,0.101095315,0.448836344,1,1,1,1,1,1,1,kayo
0.265452818,0.449171377,0.415854376,0.413396666,0.54675534,0.504364651,0.39054562,0.548848176,0.449253054,0.444667261,0.597417672,0.535574712,0.357233336,0.560374045,0.45101601,0.780328299,0.785308943,0.756727766,0.020522751,0.053622472,0.072460076,0.592727748,0.462947629,0.458143397,0.443772462,0.294436935,0.480033989,0.37007569,0.738977822,0.343129956,0.285198177,0.377686936,0.473502972,0.29617728,0.456961612,0.553554371,0.556996372,0.81489647,0.523500796,0.470842513,0.354161588,0.490920897,0.54778114,0.719108557,0.774049012,0.782928134,0.039210202,0.026275639,0.019179132,0.589349779,0.520905157,0.263112195,0.530948849,0.331359208,0.390514172,0.353186008,0.095226101,0.09811933,0.144862502,0.032332474,0.070532749,0.122803656,0.089112303,0.10109555,0.174757282,0.138888889,0.14,0.083514572,0.095541401,0.137270293,0.11299435,0.153846154,0.424785085,0.58796705,0.619683326,0.705161336,0.367379505,0.403755351,0.11299435,0.615908163,0.234086372,0.233906626,0.301050812,0.102389704,0.191265361,0.278553679,0.232419278,0.242938326,0.444126449,0.579771664,0.632817952,0.731815191,0.376935119,0.400622817,0.52514718,0.611614186,0.273894606,0.176971758,0.273565701,0.248782359,0.313433013,0.190395942,0.191669682,0.269785452,0.490894775,1,1,1,1,1,1,1,kayo
0.420855508,0.443958758,0.342751018,0.168521814,0.453335658,0.241675408,0.285951512,0.35594221,0.261417993,0.603945989,0.592355837,0.458814572,0.190938967,0.372792811,0.263446684,0.709204667,0.756122683,0.706346025,0.049056202,0.063392851,0.155498577,0.712376751,0.633669133,0.585673536,0.287523737,0.199881416,0.348194862,0.250235096,0.688536539,0.229786401,0.34600869,0.68053251,0.271165687,0.252467263,0.557065906,0.68183408,0.322856912,0.775345017,0.398654234,0.534019244,0.491632371,0.650320452,0.257465954,0.770221735,0.793119424,0.706576752,0.028021994,0.046862252,0.025243044,0.534021997,0.47052465,0.367192428,0.605427434,0.421862036,0.47366545,0.184533293,0.01632839,0.09471255,0.084996632,0.077595723,0.067957433,0.081765508,0.020830878,0.08925377,0.052173913,0.136363636,0.06779661,0.090558902,0.071428571,0.085164835,0.070588235,0.166666667,0.271837281,0.522185046,0.459007169,0.41863188,0.315017018,0.570085518,0.070588235,0.585849611,0.058254183,0.22797667,0.204779966,0.201291356,0.186094136,0.208487512,0.077620953,0.222382203,0.312788623,0.514369711,0.473191187,0.457295254,0.32470985,0.576720179,0.523346055,0.583438512,0.262750444,0.116837863,0.234152342,0.17411747,0.18047781,0.160239155,0.254709915,0.248494969,0.579588541,1,1,1,1,1,1,1,kayo
0.299396659,0.448700467,0.292824486,0.318599021,0.371433658,0.216519478,0.403236315,0.34170271,0.248402614,0.482427229,0.596970823,0.403611105,0.362496823,0.356759383,0.267719669,0.782131429,0.758761152,0.730648826,0.037066155,0.058661368,0.201492154,0.663028471,0.640523744,0.621302752,0.63577793,0.296222881,0.346223329,0.255349827,0.64640945,0.242004876,0.326883751,0.450252447,0.28419051,0.347602709,0.449318441,0.645673726,0.398813083,0.741622469,0.413294124,0.514790339,0.368233537,0.610865803,0.358586675,0.744167317,0.797262744,0.746249657,0.047016415,0.037739846,0.017730892,0.592733561,0.503186862,0.319230675,0.120258821,0.342847497,0.463732844,0.24566044,0.045985169,0.088066451,0.0762134,0.020537283,0.074567038,0.118563287,0.049821332,0.131011685,0.074074074,0.113924051,0.069124424,0.037393307,0.075949367,0.092425432,0.071428571,0.216216216,0.343567883,0.356158813,0.410730891,0.116826436,0.363141018,0.510390449,0.071428571,0.48891686,0.136573682,0.216152824,0.188628909,0.070057539,0.199171251,0.271778159,0.153411678,0.290713556,0.375242351,0.348472728,0.423943366,0.195628651,0.371758302,0.509586272,0.360023569,0.479444829,0.23383664,0.126473984,0.152482455,0.140995802,0.077976887,0.162848363,0.205267511,0.157455927,0.663260157,1,1,1,1,1,1,1,kayo
0.24602885,0.418417944,0.27246398,0.222335192,0.314928136,0.171814845,0.316957697,0.378017183,0.19291511,0.422646107,0.568623765,0.381133104,0.282461554,0.40178059,0.208759005,0.832959717,0.824340348,0.757780127,0.05794274,0.070519192,0.218124529,0.701574971,0.645556726,0.640022756,0.313904726,0.306745836,0.450204127,0.266227359,0.781257011,0.288106752,0.407593316,0.623531609,0.308196013,0.411151552,0.56505175,0.589453664,0.426760852,0.848163622,0.466201358,0.593789795,0.481465902,0.542220014,0.368711721,0.82627797,0.844342213,0.791153548,0.017212883,0.035224945,0.014381287,0.53003918,0.497549411,0.326761148,0.513176388,0.512884092,0.505203734,0.302222581,0.032117799,0.090348706,0.094403909,0.041318064,0.069711781,0.099850157,0.052986358,0.151827871,0.084507042,0.130434783,0.089285714,0.114152893,0.109090909,0.103889532,0.070175439,0.222222222,0.502058201,0.370144518,0.442817023,0.406786741,0.490119325,0.482084719,0.070175439,0.515871526,0.102868182,0.220335587,0.221433197,0.124695546,0.189676087,0.24087331,0.16060789,0.321342098,0.528768965,0.362102781,0.45442706,0.456495952,0.500335527,0.48484206,0.469163046,0.503103477,0.340756599,0.262161394,0.228140304,0.219889478,0.230329741,0.315857358,0.28227737,0.29494853,0.801194661,1,1,1,1,1,1,1,kayo
0.334431769,0.489651705,0.297109647,0.299807745,0.415759861,0.207912038,0.475711508,0.357082076,0.326471587,0.519849368,0.635669637,0.409022761,0.432146165,0.360977385,0.354339317,0.818861916,0.781822918,0.789187762,0.026390999,0.056094152,0.142982365,0.641023413,0.633746513,0.562206172,0.382148458,0.376876075,0.388737661,0.34645463,0.888923841,0.258321391,0.307820375,0.356255506,0.24200901,0.396042545,0.508852723,0.524927015,0.385847869,0.926522539,0.432610945,0.495378689,0.384945851,0.481576463,0.348690477,0.749068118,0.820277457,0.781967494,0.025072127,0.032285533,0.015678612,0.576831824,0.532698507,0.321390675,0.553633657,0.397822328,0.429188628,0.268422393,0.028525989,0.094120741,0.085737914,0.03278048,0.06550258,0.092455214,0.063776059,0.150881678,0.082191781,0.152542373,0.052941176,0.08153702,0.072289157,0.070643642,0.083333333,0.285714286,0.45040858,0.664589701,0.374383426,0.58436135,0.465652825,0.437390944,0.083333333,0.384571554,0.093404017,0.227008787,0.206178699,0.10358099,0.18116034,0.22796916,0.183739004,0.319998588,0.480289646,0.657149947,0.383738421,0.621484954,0.476668919,0.441371139,0.415840536,0.369928343,0.336344369,0.237183561,0.393088855,0.190148503,0.325086534,0.302396994,0.260435973,0.266133656,0.43216421,1,1,1,1,1,1,1,kayo
0.281585073,0.500522303,0.292709833,0.331528935,0.485033274,0.275478701,0.421832925,0.361267626,0.321909494,0.463093519,0.64539997,0.403847313,0.386730832,0.362345879,0.350868738,0.808155607,0.769788162,0.77829363,0.03205701,0.0572339,0.139299331,0.651646083,0.632112334,0.558006326,0.384563633,0.336903189,0.374221443,0.331032577,0.734834993,0.12792733,0.253459113,0.49160883,0.195346431,0.318856413,0.478516642,0.449095397,0.416849573,0.812138493,0.261606414,0.435616542,0.383377797,0.436840742,0.400163723,0.754691048,0.822900131,0.789777904,0.037561861,0.071611361,0.016924473,0.574789003,0.553751487,0.297921422,0.502885199,0.381003656,0.385303539,0.288829399,0.0200389,0.046181665,0.094911322,0.055400138,0.080772928,0.074701448,0.06312601,0.110469033,0.058823529,0.089108911,0.079787234,0.09607438,0.08,0.086019023,0.096774194,0.19047619,0.139970016,0.596975425,0.567768579,0.326596238,0.299944649,0.425374054,0.096774194,0.422424216,0.06949693,0.132038656,0.222255131,0.156535749,0.211098862,0.195115687,0.182348965,0.258501975,0.186027907,0.597665455,0.585902445,0.378203277,0.30632312,0.433135943,0.312218647,0.416048234,0.275455512,0.083111104,0.280563692,0.228100242,0.155964291,0.162019636,0.202579504,0.165011137,0.435342795,1,1,1,1,1,1,1,kayo
0.379257662,0.390732936,0.412616741,0.301883161,0.470881179,0.414258472,0.322424132,0.544250086,0.371187698,0.563146044,0.538881879,0.530314754,0.249782873,0.568498191,0.36701179,0.657500596,0.716470786,0.653318354,0.040774066,0.061139056,0.09321588,0.682090973,0.494091521,0.503795702,0.411773714,0.175960015,0.364391034,0.239214321,0.606347547,0.316195414,0.328165944,0.333744278,0.295610044,0.33748116,0.490899116,0.547412272,0.396491773,0.706633841,0.494561411,0.514954139,0.430343117,0.491312117,0.355765609,0.678179896,0.682121686,0.661815293,0.041948211,0.035769523,0.0207993,0.584953183,0.513001037,0.327993125,0.576411366,0.283286735,0.287686266,0.17984602,0.091785604,0.239213154,0.156732535,0.137833907,0.080018735,0.066403487,0.026877599,0.052894817,0.136363636,0.255319149,0.148760331,0.233861961,0.121212121,0.044914817,0.036697248,0.062992126,0.379882659,0.402228355,0.50296722,0.566048669,0.367385875,0.387442286,0.036697248,0.36988001,0.227756085,0.430825489,0.317614881,0.30160472,0.209379411,0.178474614,0.095265571,0.150880547,0.401441132,0.363381423,0.507273624,0.579349899,0.374845982,0.396917198,0.35201057,0.374289756,0.105769939,0.061021813,0.074111544,0.075924057,0.095036038,0.072655608,0.070718524,0.066998203,0.538583475,1,1,1,1,1,1,1,kayo
0.302459274,0.361607603,0.237676705,0.315268486,0.403778905,0.344964576,0.507655967,0.624575169,0.388641347,0.484585951,0.509252781,0.337508131,0.473027324,0.648008359,0.438568057,0.704997099,0.724608043,0.698698583,0.029870078,0.090017504,0.115362092,0.580535307,0.427350974,0.476369264,0.524310252,0.268258366,0.403785354,0.272293943,0.547269892,0.372074449,0.318939137,0.427646346,0.414854034,0.274119924,0.485030042,0.530541884,0.439057151,0.656303668,0.551019616,0.505488406,0.43674962,0.458812634,0.408347638,0.683729123,0.6701419,0.682924374,0.038955798,0.026633374,0.02219676,0.562676412,0.518872938,0.346278289,0.518039964,0.286868263,0.272707173,0.203177562,0.080952602,0.190697336,0.144802303,0.101205997,0.06429288,0.052405981,0.038485154,0.041503191,0.181818182,0.24,0.123287671,0.190082645,0.1,0.043309632,0.072992701,0.102564103,0.762408675,0.380807844,0.315416655,0.27719608,0.253364643,0.427229087,0.072992701,0.602447806,0.208376536,0.371210105,0.300860606,0.243584739,0.178554163,0.149232119,0.126305286,0.12518767,0.769406457,0.351483999,0.308683259,0.317055444,0.263238477,0.439838311,0.462003385,0.607238671,0.189846529,0.247874636,0.137164655,0.096002214,0.10171754,0.10420133,0.148693883,0.169299053,0.428102196,1,1,1,1,1,1,1,kayo
0.421531724,0.324699083,0.350366623,0.614082659,0.360318712,0.462036778,0.527799463,0.668379452,0.482671839,0.60366635,0.470697049,0.465763447,0.469720467,0.694125424,0.503829473,0.713093294,0.747850209,0.713635388,0.013065335,0.126839589,0.07593056,0.594250895,0.379502006,0.434195322,0.571157615,0.285579598,0.456546682,0.32331115,0.574622349,0.371888204,0.283905355,0.373238296,0.557389394,0.240426565,0.475532031,0.540489702,0.508935481,0.680352434,0.551160937,0.468636769,0.418893388,0.469685988,0.495616255,0.700114718,0.696132511,0.718890744,0.044703985,0.021369325,0.017098772,0.582222467,0.528691742,0.323607029,0.606621874,0.298930572,0.29764867,0.258489184,0.140436941,0.134893853,0.112494591,0.081480146,0.05003413,0.042787888,0.038651741,0.098353668,0.214285714,0.157894737,0.094936709,0.194684448,0.065217391,0.021634615,0.049586777,0.150943396,0.417832267,0.364899228,0.318057749,0.424125267,0.293021465,0.624431204,0.049586777,0.609554954,0.30608751,0.29311447,0.25148091,0.208526835,0.147791055,0.127365176,0.126729663,0.238200652,0.429261804,0.347209434,0.31840832,0.461334509,0.306899946,0.638001873,0.607990418,0.605695378,0.222983127,0.133239261,0.137395573,0.100066744,0.145330945,0.12035761,0.223227512,0.236655974,0.432798324,1,1,1,1,1,1,1,kayo
0.330995001,0.380888472,0.385916478,0.390698522,0.465154044,0.520822415,0.505382383,0.603588719,0.454530561,0.515135681,0.529502003,0.50351764,0.464628863,0.62512549,0.465223459,0.728834373,0.746767422,0.708917407,0.026519299,0.074020533,0.075422179,0.59506008,0.447816254,0.450984197,0.534084159,0.291015361,0.430701836,0.311953329,0.483115016,0.392373516,0.410923497,0.373024286,0.612859127,0.468272673,0.470667263,0.518780426,0.418695904,0.599740186,0.571024887,0.595393278,0.43416883,0.440321009,0.358277947,0.729867062,0.694319809,0.675476588,0.056954896,0.025306485,0.01649468,0.596843048,0.528850585,0.328249418,0.496789327,0.31638124,0.29251694,0.199834535,0.190077517,0.130591722,0.10134303,0.038053327,0.102586017,0.096052254,0.111472786,0.158805222,0.315789474,0.163636364,0.113207547,0.121596986,0.126760563,0.060393388,0.107526882,0.193548387,0.546897187,0.470885509,0.277468207,0.587361796,0.625731315,0.354963873,0.107526882,0.32377524,0.374054943,0.286389068,0.232969776,0.11660747,0.249989865,0.234017082,0.270443017,0.330818489,0.546668998,0.45590241,0.277431446,0.623005671,0.630231182,0.357275188,0.430694323,0.306010445,0.132876706,0.111594376,0.108268191,0.057456413,0.125971622,0.160613933,0.084090393,0.109546432,0.611480435,1,1,1,1,1,1,1,kayo
